dri
"[1062.0, 1062.0, 1062.0, 1062.0, 1062.0, 1062.0, 1062.0, 1062.0, 1062.0, 1062.0, 1062.0, 1062.0, 1062.0, 1062.0, 1062.0, 1062.0, 1062.0, 1062.0, 1062.0, 1062.0, 1062.0, 1062.0, 1062.0, 1062.0, 1062.0, 1062.0, 1062.0, 1062.0, 1062.0, 1062.0]"
"[3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0]"
"[2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0, 2014.0]"
"[3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0, 3450.0]"
"[1052.0, 1052.0, 1052.0, 1052.0, 1052.0, 1052.0, 1052.0, 1052.0, 1052.0, 1052.0, 1052.0, 1052.0, 1052.0, 1052.0, 1052.0, 1052.0, 1052.0, 1052.0, 1052.0, 1052.0, 1052.0, 1052.0, 1052.0, 1052.0, 1052.0, 1052.0, 1052.0, 1052.0, 1052.0, 1052.0]"
"[1319.0, 1319.0, 1319.0, 1319.0, 1319.0, 1319.0, 1319.0, 1319.0, 1319.0, 1319.0, 1319.0, 1319.0, 1319.0, 1319.0, 1319.0, 1319.0, 1319.0, 1319.0, 1319.0, 1319.0, 1319.0, 1319.0, 1319.0, 1319.0, 1319.0, 1319.0, 1319.0, 1319.0, 1319.0, 1319.0]"
"[1897.0, 1897.0, 1897.0, 1897.0, 1897.0, 1897.0, 1897.0, 1897.0, 1897.0, 1897.0, 1897.0, 1897.0, 1897.0, 1897.0, 1897.0, 1897.0, 1897.0, 1897.0, 1897.0, 1897.0, 1897.0, 1897.0, 1897.0, 1897.0, 1897.0, 1897.0, 1897.0, 1897.0, 1897.0, 1897.0]"
"[1063.0, 1063.0, 1063.0, 1063.0, 1063.0, 1063.0, 1063.0, 1063.0, 1063.0, 1063.0, 1063.0, 1063.0, 1063.0, 1063.0, 1063.0, 1063.0, 1063.0, 1063.0, 1063.0, 1063.0, 1063.0, 1063.0, 1063.0, 1063.0, 1063.0, 1063.0, 1063.0, 1063.0, 1063.0, 1063.0]"
"[1943.0, 1943.0, 1943.0, 1943.0, 1943.0, 1943.0, 1943.0, 1943.0, 1943.0, 1943.0, 1943.0, 1943.0, 1943.0, 1943.0, 1943.0, 1943.0, 1943.0, 1943.0, 1943.0, 1943.0, 1943.0, 1943.0, 1943.0, 1943.0, 1943.0, 1943.0, 1943.0, 1943.0, 1943.0, 1943.0]"
